comment,label,cleaned_comment
سرویس بهداشتی و درب‌ها قدیمی و شکسته .,0,سرویس بهداشتی و درب‌ها قدیمی و شکسته.
برخورد کارکنان خیلی نامحترم .,0,برخورد کارکنان خیلی نامحترم.
غذای بد .,0,غذای بد.
ادعا خیلی .,0,ادعا خیلی.
هتل خوب بود .,1,هتل خوب بود.
در یک کلام واقعا افتضاح بود .,0,در یک‌کلام واقعا افتضاح بود.
غذا در حد آشپژخانه‌های پایین شهر بی‌کیفیت .,0,غذا در حد آشپژخانه‌های پایین شهر بی‌کیفیت.
برخورد بد و بی‌ادبانه کارکنان .,0,برخورد بد و بی‌ادبانه کارکنان.
اگر بخواهم منصفانه حرف بزنم در کل هتل بدی نبود .,0,اگر بخواهم منصفانه حرف بزنم در کل هتل بدی نبود.
کمبود برخی وسایل در داخل اتاق‌‌ها مانند حوله و شامپو و صابون و از این جور قبیل چیز‌‌ها .,0,کمبود برخی وسایل در داخل اتاق‌ها مانند حوله و شامپو و صابون و از این جور قبیل چیز‌ها.
باید گفت که هتل قابل تحمل هست .,0,باید گفت که هتل قابل‌تحمل هست.
مسئولان بااحترام برخورد کردند .,1,مسئولان بااحترام برخورد کردند.
یکی دیگر از مشکلات تعداد کم کارکنان هست .,0,یکی دیگر از مشکلات تعداد کم کارکنان هست.
نداشتن احساس مسئولیت .,0,نداشتن احساس مسئولیت.
در کل این هتل دارای نمای بسیار زیبایی بود .,1,در کل این هتل دارای نمای بسیار زیبایی بود.
محوطه بسیار بزرگ و زیبایی داشت .,1,محوطه بسیار بزرگ و زیبایی داشت.
وقتی خواستیم به استخر برویم به ما گفتند که ۳ تا ۴ ماهی هست که استخر خراب هست .,0,وقتی خواستیم به استخر برویم به ما گفتند که ۳ تا ۴ ماهی هست که استخر خراب هست.
هتل قابل‌ تحملی هست .,0,هتل قابل تحملی هست.
هتل خوبی بود .,1,هتل خوبی بود.
تقریبا از همه چیز خوشم آمد .,1,تقریبا از همه چیز خوشم آمد.
من از این هتل راضی بودم .,1,من از این هتل راضی بودم.
برخورد خوب بود مخصوصا آقای بابائی مسئول رستوران .,1,برخورد خوب بود مخصوصا آقای بابائی مسئول رستوران.
اتاق ما رویال بود بسیار بزرگ .,1,اتاق ما رویال بود بسیار بزرگ.
طبقه ۷ رو به دریا و واقعا عالی بود .,1,طبقه ۷ رو به دریا و واقعا عالی بود.
وقتی آنجا رسیدم همه چه خوب بود .,1,وقتی آنجا رسیدم همه چه خوب بود.
اتاق‌ها بزرگ و نورگیر .,1,اتاق‌ها بزرگ و نورگیر.
رفتار پرسنل مودبانه .,1,رفتار پرسنل مودبانه.
تنوع غذا‌ها خوب .,1,تنوع غذا‌ها خوب.
موقیعت هتل هم خوب بود .,1,موقیعت هتل هم خوب بود.
کلا همه چیز راضی کننده بود .,1,کلا همه چیز راضی‌کننده بود.
هتل خوبی بود .,1,هتل خوبی بود.
کلا به من و همسرم خوش گذشت .,1,کلا به من و همسرم خوش گذشت.
اتاق ما هم خوب بود و هم رو به دریا بود .,1,اتاق ما هم خوب بود و هم رو به دریا بود.
خیلی هم بزرگ و نورگیر .,1,خیلی هم بزرگ و نورگیر.
کافی‌شاپ فضای آزادش هم خوب بود .,1,کافی‌شاپ فضای آزادش هم خوب بود.
به مرکز شهرم نزدیکه من راضی بودم .,1,به مرکز شهرم نزدیکه من راضی بودم.
هتل بزرگ .,1,هتل بزرگ.
حیف پول و وقت .,0,حیف پول و وقت.
کثیف و بی‌نظم .,0,کثیف و بی‌نظم.
بی‌کیفیت‌ترین هتل تاریخ عمر ما بود .,0,بی‌کیفیت‌ترین هتل تاریخ عمر ما بود.
اینقدر زیاد غذای بد و بی‌کیفیت .,0,اینقدر زیاد غذای بد و بی‌کیفیت.
اتاقهای کثیف .,0,اتاقهای کثیف.
پرسنل بی‌مسئولیت .,0,پرسنل بی‌مسئولیت.
خرابی سیفون و هواکش‌‌ها .,0,خرابی سیفون و هواکش‌ها.
کثیفی موکت‌‌ها .,0,کثیفی موکت‌ها.
ما راضی نیستیم .,0,ما راضی نیستیم.
به نظر من بد‌ترین هتلی که در عمرم دیده و رفته بودم .,0,به نظر من بد‌ترین هتلی که در عمرم دیده و رفته بودم.
اصلا از تمیزی اتاق و سرویس بهداشتی راضی نبودم .,0,اصلا از تمیزی اتاق و سرویس بهداشتی راضی نبودم.
از برخورد کارکنان و برنامه‌‌های نمایشی و جنگ شبانه هتل راضی نبودم .,0,از برخورد کارکنان و برنامه‌های نمایشی و جنگ شبانه هتل راضی نبودم.
منظره‌ای که پنجره اتاق رو به دریا داشت خوب بود .,1,منظره‌ای که پنجره اتاق رو به دریا داشت خوب بود.
سفر قبلی به کیش هتل پارمیس بودم که واقعا عالی بود .,1,سفر قبلی به کیش هتل پارمیس بودم که واقعا عالی بود.
بی‌احترامی .,0,بی‌احترامی.
عوامل بی‌انضباطی .,0,عوامل بی‌انضباطی.
کثیفی .,0,کثیفی.
من که اصلا راضی نبودم .,0,من که اصلا راضی نبودم.
شو شبانه خوب بود آن هم خیلی دیر هست ساعت ١۲ تا ۳ .,1,شو شبانه خوب بود آن هم خیلی دیر هست ساعت ۱۲ تا ۳.
کیفیت غذا خیلی بد .,0,کیفیت غذا خیلی بد.
وضعیت اتاق‌ها افتضاح و شلوغ .,0,وضعیت اتاق‌ها افتضاح و شلوغ.
متاسفانه اتاق ۸۰١ بسیار نامناسب .,0,متاسفانه اتاق ۸۰۱ بسیار نامناسب.
کف زمین کثیف .,0,کف زمین کثیف.
دستشویی ، شیرها ، دوش ، آینه دارای زنگ زدگی .,0,دستشویی، شیرها، دوش، آینه دارای زنگ‌زدگی.
بوی نم و رطوبت دستشویی در اتاق زیاد بود .,0,بوی نم و رطوبت دستشویی در اتاق زیاد بود.
خوب بود .,1,خوب بود.
من صد در صد از هتل دیدنی‌ها رضایت دارم .,1,من صد در صد از هتل دیدنی‌ها رضایت دارم.
خود هتل یک آرامش خاصی دارد .,1,خود هتل یک آرامش خاصی دارد.
هتلی واقعا عالی دارید .,1,هتلی واقعا عالی دارید.
در کل خوب بود .,1,در کل خوب بود.
امکانات کاملا معمولی .,0,امکانات کاملا معمولی.
هتل خوب و مرتبی بود .,1,هتل خوب و مرتبی بود.
واقعا راضی بودم .,1,واقعا راضی بودم.
تنها ایراد از نظر من نداشتن اینترنت در هتل بود .,1,تنها ایراد از نظر من نداشتن اینترنت در هتل بود.
خیلی هتل خوبی بود .,1,خیلی هتل خوبی بود.
از نظر شیکی و برخورد پرسنل به نظر من از هتل چمران هم که ۶ ماه پیش رفتم بهتر بود .,1,از نظر شیکی و برخورد پرسنل به نظر من از هتل چمران هم که ۶ ماه پیش رفتم بهتر بود.
صدای فن دستشویی خیلی زیاد بود و نمی‌شد هم قطع کرد .,0,صدای فن دستشویی خیلی زیاد بود و نمی‌شد هم قطع کرد.
بالشت کوتاه نداشتند .,0,بالشت کوتاه نداشتند.
در کل نسبت به قیمت که عالی هست .,1,در کل نسبت به قیمت که عالی هست.
برخورد پرسنل هم حرف ندارد .,1,برخورد پرسنل هم حرف ندارد.
واقعا دوست داشتنی هستند .,1,واقعا دوست‌داشتنی هستند.
عالی .,1,عالی.
عالی .,1,عالی.
عالی .,1,عالی.
عالی .,1,عالی.
عالی .,1,عالی.
مردم‌‌های با تربیت .,1,مردم‌های با تربیت.
مهربان .,1,مهربان.
تمیز و زیبا .,1,تمیز و زیبا.
جاذبه‌‌های تفریحی عالی .,1,جاذبه‌های تفریحی عالی.
حتما بروید عالی هست .,1,حتما بروید عالی هست.
خوب هست .,1,خوب هست.
عالی .,1,عالی.
عالی .,1,عالی.
شیراز عالی هست .,1,شیراز عالی هست.
از همه نظرفوق‌العاده است .,1,از همه نظرفوق‌العاده است.
شهر فوق‌العاده زیبا و دوست‌داشتنی هست .,1,شهر فوق‌العاده زیبا و دوست‌داشتنی هست.
قیمت مناسب .,1,قیمت مناسب.
پذیرایی و پاکیزگی مناسب بود .,1,پذیرایی و پاکیزگی مناسب بود.
برخورد مسئول هتل فوق‌العاده خوب بود .,1,برخورد مسئول هتل فوق‌العاده خوب بود.
از کلیه پرسنل هتل به خصوص پرسنل رستوران بسیار راضی هستم درحد بیست می‌باشند .,1,از کلیه پرسنل هتل به خصوص پرسنل رستوران بسیار راضی هستم درحد بیست می‌باشند.
از کیفیت غذا رضایت کامل دارم .,1,از کیفیت غذا رضایت کامل دارم.
برخورد پذیرش بسیار عالی هست .,1,برخورد پذیرش بسیار عالی هست.
فضاسازی محوطه بسیار ضعیف .,0,فضاسازی محوطه بسیار ضعیف.
چراغانی محوطه صفر .,0,چراغانی محوطه صفر.
سیستم سرمایشی بسیار بسیار ضعیف هست .,0,سیستم سرمایشی بسیار بسیار ضعیف هست.
بسیار عالی هست .,1,بسیار عالی هست.
تنوع غذاها و مدیریت با تفکر و مجرب می‌باشد .,1,تنوع غذاها و مدیریت با تفکر و مجرب می‌باشد.
